Vehicle_ID,Velocity (m/s),Acceleration (m/s^2),Eccentricity,Community Neighborhood,Distance from RSU (m),RSU_Location,Latitude,Longitude,Vehicle_Type,Lane
Truck_8,27.12,-0.12,0.27,2,2.2,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Bus_37,28.75,-0.65,0.37,5,11.78,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Car_5,36.12,15.58,0.33,2,15.45,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Truck_33,28.11,1.89,0.09,3,0.14,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Police vehicle_36,0,0,0,5,26.51,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Car_19,35.64,12.28,0.16,1,2.62,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Bus_40,20.1,-14.75,0.97,1,7.2,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Truck_15,29.56,-6.46,0.47,1,26.8,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Police vehicle_22,6.49,5.3,0.93,2,19.28,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Police vehicle_30,16.15,-1.91,0.99,2,27.56,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Car_7,47.29,-2.73,0.1,5,11.22,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Police vehicle_10,0,0,0,3,16.81,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Police vehicle_6,10.01,0.66,0.28,1,13.34,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Car_27,44.24,6.95,0.32,3,26.76,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Police vehicle_31,18.25,-2.31,0.83,2,25.88,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Bus_23,33.03,11.45,0.4,4,10.48,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Truck_19,-23.04,5.71,0.39,2,4.18,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Police vehicle_2,0,0,0,3,8.39,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Police vehicle_29,0,0,0,5,26.66,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Police vehicle_40,-7.54,3.71,0.37,3,24.34,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Truck_32,-20.95,2.91,0.58,4,10.46,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Bus_11,-25.79,1.87,0.09,2,11.68,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Truck_44,0,6.49,0,3,6.41,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Police vehicle_47,-1.61,-0.37,0.45,2,24.94,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Police vehicle_4,-3.03,4.6,0.89,4,20.31,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Bus_24,-24.42,-5.61,0.97,4,1.44,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Police vehicle_22,-1.77,2.07,0.79,2,1.9,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Police_Vehicle_3,-2.76,0.51,0.95,2,19.01,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Car_41,0,0,0,4,24.33,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Car_45,-34.33,13.95,0.58,1,0.7,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Bus_31,-27.69,8.08,0.04,2,14.95,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Car_26,-35.65,8.05,0.17,2,27.12,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Truck_17,-21.28,-10,0.06,4,15.19,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Car_12,0,0,0,4,23.18,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Police vehicle_8,-7.54,-4.68,0.61,3,25.29,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Truck_43,-24.1,-6.05,0.26,2,19.41,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Truck_34,-26.25,8.01,0.77,4,27.59,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Police_Vehicle_1,-7.41,2.91,0.18,3,28.5,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Police vehicle_28,-7.32,-3.06,0.02,3,27.2,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Police vehicle_39,-6.99,3.14,0.8,3,22.19,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Police vehicle_23,-5.61,-3.09,0.14,3,27.15,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Bus_37,0,0,0,2,5.2,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Truck_20,-28.53,5.55,0.21,1,23.64,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Police vehicle_30,-3.28,-3.43,0.86,1,20.42,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Car_14,-31.61,11.57,0.85,4,22.67,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Car_38,-43.31,10.63,0.7,1,27.05,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Truck_27,-28.32,-8.22,0.64,3,16.12,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Police_Vehicle_2,-6.51,2.33,0.93,3,28.35,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Bus_5,-27.96,4.94,0.75,1,20.27,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Police vehicle_21,-3.21,3.08,0.56,5,11.47,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Truck_7,0,0,0,5,22.29,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Bus_3,-23.94,-9.07,0.3,5,5.08,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Bus_18,-28.56,-7.76,0.84,2,27.48,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Police vehicle_33,-4.35,-0.02,0.02,1,13.33,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Bus_42,-21.8,-5.43,0.08,1,20.82,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Bus_13,-23.51,-3.28,0.01,5,7.09,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Bus_9,-22.82,-2.39,0.67,3,18.52,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Police vehicle_46,0,0,0,3,5.59,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Police vehicle_6,0,0,0,1,29.24,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Bus_15,-24.73,-8.22,0.48,2,29.94,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Car_36,-36.85,6.02,0.23,2,23.62,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Bus_1,-25.3,-6.9,0.08,4,0.58,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Bus_25,-28.59,1.48,0.19,2,28.11,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Bus_10,-27.17,-6.25,0.27,2,7.45,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Car_16,-30.88,9.5,0.5,2,25.38,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Truck_35,-26.29,2.82,0.04,2,0,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
