Vehicle_ID,Velocity (m/s),Acceleration (m/s^2),Eccentricity,Community Neighborhood,Distance from RSU (m),RSU_Location,Latitude,Longitude,Vehicle_Type,Lane
Bus_75,22.11,2.31,0.36,20,18.35,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Bus_62,24.38,6.37,0.48,7,0.84,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Police vehicle_41,11.29,4.94,0.8,3,8.54,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Bus_71,26.49,9.08,0.74,7,26.4,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Police vehicle_8,11.21,3.58,0.41,12,17.84,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Bus_39,27.35,8.33,0.35,20,12.79,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Bus_20,24.78,0.75,0.87,14,27.76,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Truck_58,23.37,10.43,0.58,2,27.71,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Police vehicle_24,12.38,-2.38,0.2,14,14.99,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Police vehicle_11,0,0,0,13,17.18,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Truck_6,25.58,9.45,0.73,7,23.54,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Car_98,37.4,-2.14,0.47,4,4.02,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Bus_43,21.74,-3.79,0.73,5,28.69,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Truck_15,23.55,5,0.59,10,20.74,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Truck_77,24.57,3.83,0.66,13,25.21,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Car_32,36.68,7.81,0.68,17,12.21,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Truck_44,23.09,5.91,0.47,9,16.12,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Truck_68,24.2,6.43,0.61,14,16.83,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Truck_55,26.01,6.11,0.6,10,26.57,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Police vehicle_12,10.03,8.52,0.25,8,6.98,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Truck_30,25.86,0.18,0.15,5,28.79,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Car_9,34.3,-13.44,0.92,14,11.99,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Bus_23,23.03,-6.14,0.99,19,13.39,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Car_48,38.33,-21.63,0.1,16,11.05,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Bus_82,26.91,10.91,0.05,15,10.4,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Police vehicle_49,13.65,-4.21,0.26,19,25.06,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Bus_59,21.51,4.34,0.22,20,4.83,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Police vehicle_97,14.59,3.72,0.28,4,25.17,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Car_63,29.24,6.9,0.92,4,28.24,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Bus_79,25.91,1.46,0.17,20,27.41,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Car_50,25.4,-10.78,0.71,20,1.65,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Bus_70,21.64,5.58,0.38,20,21.32,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Car_47,35.98,13.66,0.91,6,27.48,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Car_74,28.86,-0.24,0.79,11,13.11,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Bus_46,27.27,6.95,0.75,1,17.15,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Police vehicle_78,13.53,9.39,0.92,7,6.26,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Police vehicle_38,12,3.55,0.89,15,23.4,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Truck_88,25.52,6.91,0.65,3,1.57,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Car_76,36.64,-17.54,0.68,10,15.68,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Truck_36,25.64,3.8,0.17,17,14.99,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Car_53,30.14,-18.41,0.46,20,2.13,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Truck_95,25.23,7.01,0.49,6,1.95,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Truck_16,25.15,-4.9,0.46,14,17.16,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Car_14,38.28,-1.1,0.42,19,23.76,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Bus_25,25.95,6.83,0.35,1,15.28,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Truck_87,24.23,12.7,0.79,4,13.17,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Truck_5,23.1,9.84,0.33,1,27.14,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Car_27,38.35,5.49,0.98,14,5.13,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Police vehicle_2,10.02,-4.01,0.02,17,14.94,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Car_22,27.73,11.08,0.07,18,25.91,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Car_51,41.2,-1.9,0.35,15,21.57,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Car_33,20.8,-18.25,0.33,18,11.08,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Bus_37,26.24,9.98,0.69,10,11.79,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Police vehicle_17,14.98,5.31,0.8,7,22.04,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Car_56,20.51,0.23,0.74,15,29.5,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Car_60,29.42,3.51,0.27,8,27.85,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Police vehicle_73,14.33,8.87,0.25,10,29.59,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Car_42,37.74,5,0.28,4,8.52,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Police vehicle_3,11.98,-8.64,0.74,5,28.42,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Police_Vehicle_1,14.36,-7.44,0.67,18,13.54,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Bus_13,21.32,12.67,0.6,4,3.51,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Car_5,0,0,0,6,27.16,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Truck_60,-13.91,-0.26,0.88,17,1.04,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Car_15,0,0,0,17,13.9,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Bus_56,-17.56,3.22,0.42,15,4.72,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Police vehicle_79,-8.87,-2.78,0.28,18,9.15,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Car_6,-31.52,7.84,0.66,6,14.21,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Car_91,-29.15,-7.56,0.44,3,16.5,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Bus_61,-17.19,4.64,0.12,7,0.91,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Police vehicle_31,-7.78,-0.3,0.62,1,16.84,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Car_73,-31.54,4.85,0.73,8,29.48,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Car_23,-34.65,-7.8,0.94,7,5.66,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Police vehicle_68,-0.92,-2.23,0.06,11,28.02,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Bus_96,-15.93,6.23,0.04,11,8.29,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Truck_80,-10.57,-3.06,0.13,14,14.46,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Police_Vehicle_1,-8.38,4.96,0.56,7,25.52,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Car_22,-37.01,4.14,0.37,13,9.5,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Car_40,-36.1,14.44,0.32,1,12.54,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Bus_1,-16.24,6.63,0.67,11,7.05,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Car_51,-35.82,-9.96,0.17,3,10.15,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Car_81,-28.53,-5.28,0.8,12,12.42,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Car_17,-27.9,-9.56,0.92,2,11.32,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Truck_67,-13.97,-2.05,0.89,9,16.61,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Police vehicle_85,-6.77,0.42,0.14,18,18.89,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Car_76,-31.4,-5.05,0.01,1,21.54,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Car_33,-23,8.97,0.03,15,24.88,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Truck_43,-10.28,-2.69,0.78,14,0.7,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Bus_30,-13.25,-4.04,0.41,2,9.81,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Car_19,-23.76,-9.45,0.4,12,9.18,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Police vehicle_47,-4.86,7.2,0,11,9.07,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Truck_87,-11.19,4.69,0.25,8,6.94,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Police vehicle_27,-8.79,1.02,0.66,5,12.21,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Police vehicle_10,-2.61,-8.54,0.8,11,27.33,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Bus_29,-15.38,1.39,0.34,7,0.75,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Bus_8,0,0,0,18,18.93,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Car_71,-26.77,-9.82,0.65,15,16.03,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Car_83,-29.59,6.41,0.62,10,26.29,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Bus_37,-12.46,-4.42,0.66,5,11.26,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Truck_84,-11.48,-3.32,0.56,5,15.25,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Truck_65,-11.1,0.84,0.47,1,25.14,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Truck_26,-13.73,2.61,0.47,12,26.58,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Bus_53,-16.24,3.44,0.61,3,24.69,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Police vehicle_58,-8,0.5,0.37,20,9.63,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Bus_50,0,0,0,15,3.67,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Police vehicle_94,-1.13,-5.09,0.76,20,21.09,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Car_86,-29.48,15.02,0.08,15,25.31,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Truck_82,-14.39,1.99,0.26,3,16.34,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Bus_97,-10.7,-0.06,0.01,14,22.64,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Truck_2,-12.14,-0.64,0.3,14,23.5,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Truck_42,-10.78,2.9,0.44,20,6.68,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Police vehicle_32,-5.95,4.18,0.4,8,17.66,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Truck_48,0,0,0,18,1.17,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Bus_39,0,0,0,6,17.59,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Car_41,-34.28,-1.39,0.31,16,0.34,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Truck_24,-12.64,-4.04,0.03,8,18.62,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Police vehicle_90,-1.88,4.52,0.8,9,5.73,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Police vehicle_46,-0.95,-4.3,0.61,17,19.06,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Car_59,-34.88,15,0.5,5,18.67,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Bus_18,-16.88,-0.2,0.62,19,5.48,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Truck_25,-14.75,-4.84,0.3,2,1.92,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Police vehicle_12,-5.45,3.13,0.1,17,16.56,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Bus_88,-15.39,7.96,0.86,5,3.56,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Bus_14,0,0,0,15,5.02,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Bus_98,-13.26,7.77,0.19,8,4.21,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Bus_9,-18.5,2.87,0.07,7,16.23,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Truck_49,-14.21,-4.36,0.55,3,4.13,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Police vehicle_7,-9.5,-5.56,0.79,7,17.55,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Truck_54,-10.74,3.82,0.53,3,23.18,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Truck_95,-14.08,2.6,0.37,19,10.25,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Truck_3,-11.46,0.19,0.13,8,22.88,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Bus_13,-10.52,-5.08,0.23,11,13.53,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Bus_34,-10.52,3.92,0.71,14,6.63,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Truck_20,-11.7,0.97,0.89,17,20.27,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Police vehicle_28,-0.93,2,0.12,4,9.23,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Truck_57,-14.34,-4.96,0.59,6,16.38,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Truck_70,-11.16,-2.71,0.06,12,24.65,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Truck_66,-11.53,-1.76,0.18,18,8.41,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Police vehicle_72,-5.32,7.99,0.24,8,1.13,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Bus_75,-15.52,0.74,0.9,19,22.13,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Police vehicle_69,0,0,0,8,11.72,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Truck_77,-12.11,-3.58,0.73,14,14.93,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Car_89,-30.68,15.96,0.45,9,15.92,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Truck_78,-10.52,3.92,0.17,5,23.07,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Truck_11,-12.28,-0.82,0.95,10,16.48,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Police vehicle_44,-5.04,-1.55,0.74,15,18.46,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Police vehicle_16,-4.26,4.36,0.22,13,26.9,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Truck_36,-11.55,-1.59,0.92,20,16.01,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Police vehicle_35,-1.02,4.89,0.28,2,18.29,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Police vehicle_38,-6.14,0.12,0.19,2,5.25,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Car_52,-32.71,5.74,0.82,3,11.09,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Truck_21,-12.31,-3.79,0.03,14,22.58,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Truck_45,-13.65,4.28,0.33,8,28.42,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Bus_93,-15.48,-3.9,0.43,1,20.46,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Bus_4,0,0,0,20,13.46,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Truck_74,-10.94,1.92,0.14,1,0.95,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Police vehicle_64,-5.67,9.14,0.35,17,16.02,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Car_55,-34.05,0.61,0.47,8,7.79,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Police vehicle_62,-1.75,-3.94,0.05,20,26.58,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Bus_63,-11.15,-0.97,0.24,6,19.13,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Police vehicle_99,-8.75,-4.98,0.96,19,28.23,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Bus_92,-16.39,-5.4,0.91,4,10.74,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
