Vehicle_ID,Velocity (m/s),Acceleration (m/s^2),Eccentricity,Community Neighborhood,Distance from RSU (m),RSU_Location,Latitude,Longitude,Vehicle_Type,Lane
Bus_49,26.42,-8.7,0.36,2,6.9,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Car_17,0,0,0,2,28.07,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Police vehicle_11,7.33,2.72,0.31,5,29.46,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Truck_26,28.22,-3.63,0.16,5,14.1,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Police vehicle_10,0.19,4.74,0.64,5,11.67,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Bus_5,25.85,8.4,0.58,2,9.55,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Police vehicle_44,7.33,-4.44,0.18,5,5.25,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Car_3,44.48,17.87,0.94,2,14.47,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Car_1,44.96,5.38,0.86,1,24.5,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Car_13,32.01,11.22,0.67,5,2.77,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Car_29,36.87,18.39,0.15,1,24.11,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Police vehicle_28,2.35,-0.19,0.56,1,26.91,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Truck_34,21.48,-4.61,0.73,3,5.66,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Truck_19,27,-2.2,0.03,1,13.69,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Bus_9,20,5.54,0.49,2,5.66,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Car_40,0,0,0,2,14.59,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Car_48,33.97,4.37,0.83,1,11.97,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Car_41,43.57,10.48,0.44,4,23.8,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Car_16,39.96,0.18,0.48,4,22.03,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Police vehicle_2,0,0,0,5,21.96,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Bus_4,20.28,-2.15,0.41,2,18.88,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Bus_27,28.42,-6.25,0.24,3,7.64,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Truck_36,28.27,2.17,0,3,17.66,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Truck_45,29.82,-0.5,0.44,4,9.4,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Bus_18,29.63,6.31,0.15,2,3.05,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Car_46,31.56,19.69,0.75,2,0.33,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Truck_21,27.9,-7.25,0.42,5,19.48,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Police vehicle_47,5.28,-0.04,0.87,1,12.28,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Truck_12,21.55,-9.74,0.31,1,6.73,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Car_38,44.87,12.07,0.54,4,3.57,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Car_22,33.99,5.46,0.79,3,15.56,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Police vehicle_8,7.21,2.54,0.05,3,16.58,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Car_23,30.64,18.54,0.51,1,22.41,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Police_Vehicle_1,0,0,0,2,13.63,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Police vehicle_30,0,0,0,3,9.92,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Police vehicle_20,-8.85,-1.36,0.78,4,11.04,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Police_Vehicle_1,0,0,0,1,20.32,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Car_19,-30.75,9.59,0.81,1,13.07,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Car_27,-42.27,16.68,1,3,17.28,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Bus_21,-20.29,8.47,0.94,5,19.35,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Bus_23,-22.43,0.14,0.03,3,7.59,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Police vehicle_47,-2.33,1.93,0.87,2,8.87,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Truck_36,-24.56,-1.26,0.88,3,16.94,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Police vehicle_41,-1.32,4.67,0.68,3,23.36,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Bus_45,-25.19,-4.62,0.57,1,18.01,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Car_39,-38.17,11.04,0.96,2,0.97,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Car_22,-33.78,7.93,0.45,4,4.96,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Bus_34,-23.47,4.26,0.03,3,26.86,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Police vehicle_44,-2.51,3.27,0.86,4,27.71,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Truck_7,-24.19,-9.1,0.69,1,13,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Bus_11,-28.59,-6.3,0.24,3,4.84,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Bus_5,-29.71,1.51,0.01,1,19.65,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Car_3,-31.88,6.61,0.09,3,29.03,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Bus_6,-22.69,0.65,0.12,4,9.35,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Police vehicle_46,0,0,0,3,7.62,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Police vehicle_13,-8.81,2.09,0.29,5,6.73,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Bus_18,-21.07,0.68,0.89,1,3.92,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Bus_17,-21.09,-2.44,0.87,5,14.95,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Bus_38,-23.06,-6.85,0.37,2,6.37,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Truck_28,-27.19,-6.29,0.82,5,10.97,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Bus_24,-28.15,-0.44,0.68,4,21.87,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Truck_9,0,0,0,4,7.69,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Truck_48,-26.43,-3.17,0.96,5,15.02,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Truck_40,-29.93,-5.54,0.27,1,0.07,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Truck_33,-22.3,9.26,0.87,3,17.67,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Police vehicle_26,0,0,0,4,17.93,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Police vehicle_2,0,0,0,2,3.08,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Police vehicle_4,-5.18,1.23,0.79,5,29.47,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Car_8,-40.15,16.22,0.38,2,4.4,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Truck_35,-24.99,-7.15,0.16,4,6.16,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Truck_14,-24.99,4.68,0.37,4,12.35,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Police vehicle_49,-4.06,3.54,0.23,2,16.22,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Bus_29,-22.03,5.75,0.09,2,3.96,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Police vehicle_12,-5.38,-4.24,0.56,3,22.16,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Bus_15,-22.54,-6.59,0.81,5,5.03,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Truck_10,-26.33,3.73,0.95,4,2.57,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Police vehicle_43,-3.9,-1.6,0.8,2,8.8,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Car_32,-38.04,9.37,0.18,2,4.03,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Bus_31,-22.39,-7.92,0.51,3,22.78,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Car_42,-30.79,1.81,0.08,5,10.77,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Police vehicle_16,-7.45,-4.22,0.66,4,12.07,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Police vehicle_37,0,0,0,4,27.53,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Car_25,-41.33,11.67,0.12,4,15.79,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Bus_1,0,0,0,5,13.46,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Truck_30,-27.34,-9.69,0.21,4,3.64,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
