Vehicle_ID,Velocity (m/s),Acceleration (m/s^2),Eccentricity,Community Neighborhood,Distance from RSU (m),RSU_Location,Latitude,Longitude,Vehicle_Type,Lane
Police_Vehicle_1,0,0,0,12,12.2,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Truck_66,22.76,-0.96,0.74,11,20.51,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Police vehicle_42,3.65,-5.14,0.72,8,25.72,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Truck_20,20.8,-6.99,0.62,20,20.22,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Car_71,32.23,-8.91,0.64,19,25.9,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Truck_88,24.48,7.56,0.2,14,27.8,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Car_47,32.52,-7.51,0.28,1,19.99,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Police_Vehicle_2,11.78,2.18,0.32,5,6.74,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Police vehicle_34,5.2,-8.24,0.04,1,25.17,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Car_59,31.76,2.2,0.04,9,25.22,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Bus_6,26.52,4.51,0.15,13,12.62,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Police vehicle_32,13.55,-3.34,0.06,9,13.9,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Bus_5,24.92,5.3,0.29,9,15.72,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Police vehicle_85,0.15,-7.87,0.14,7,3.66,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Truck_41,24.27,4.97,0.83,4,5.63,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Police vehicle_23,4.55,-8.96,0.22,3,21.25,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Bus_49,25.83,-9.19,0.39,8,10.92,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Police vehicle_13,7.51,4.92,0.31,19,25.78,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Truck_81,20.34,7.86,0.14,10,29.28,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Truck_11,22.14,4,0.76,16,28.72,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Bus_30,27.71,-0.59,0.77,19,7.92,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Police vehicle_18,8.76,6.61,0.44,1,0.8,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Police vehicle_61,8.92,3.94,0.49,15,20.69,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Police vehicle_90,13.66,-7.37,0.67,19,24.96,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Car_84,38.01,-14.37,0.63,6,21.61,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Police vehicle_96,11.55,4.33,0.11,8,28.45,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Bus_80,24.51,4.62,0.47,1,8.85,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Truck_51,24.29,-6.6,0.7,19,7.79,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Truck_68,20.22,-1.84,0.19,12,27.43,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Police_Vehicle_3,12.28,8.54,0.35,11,14.93,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Truck_2,24.02,-3.83,0.54,5,14.71,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Truck_38,22.92,-4.64,0.2,3,12.87,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Bus_58,20.57,-9.19,0.47,19,12.36,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Bus_46,27.3,6.59,0.81,13,17.03,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Truck_65,22.62,9.2,0.65,19,9.93,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Truck_72,22.19,-2.38,0.8,17,16.42,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Car_19,32.2,-3.31,0.91,14,29.52,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Police vehicle_73,12.35,-0.58,0.58,16,29.51,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Truck_70,24.24,-0.03,0.39,3,24.88,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Bus_91,27.01,1.16,0.13,18,0.11,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Car_76,18.31,8.6,0.07,13,22.21,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Police vehicle_27,0,0,0,6,20.07,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Police vehicle_22,10.95,-6.22,0.14,6,14.86,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Truck_89,21.82,3.14,0.73,12,13.68,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Truck_56,20.88,2.3,0.3,19,25.72,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Police vehicle_36,5.12,2.5,0.94,5,10.08,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Police vehicle_54,2.72,2.65,0.38,16,28.84,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Bus_50,20.58,-7.83,0.68,10,9.31,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Car_40,28.02,1.54,0.46,10,20.71,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Bus_95,21.14,7.11,0.99,11,28.24,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Truck_77,21.38,5.79,0.29,13,13.3,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Car_87,29.44,-12.08,0.03,9,18.24,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Car_33,24.71,14.29,0.23,2,10.52,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Police vehicle_31,10.88,-3.17,0.14,6,23.43,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Bus_12,20.2,-7.24,0.63,6,14.66,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Bus_55,23.09,-5.23,0.97,4,18.36,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Police vehicle_15,2.05,-1.55,0.72,19,3.13,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Bus_17,24.68,-7.73,0.95,9,19.28,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Car_1,0,0,0,19,1.85,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Car_7,21.62,5.9,0.44,17,9.55,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Police vehicle_39,6.21,-7.82,0.87,12,13.9,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l1
Car_48,22.78,12.31,0.41,13,11.51,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Car_28,0,0,0,15,25.17,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Truck_10,24.3,-2.5,0.51,14,22.1,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Truck_53,21.18,4.01,0.64,10,19.15,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l1
Bus_82,23.88,-0.67,0.8,16,13.2,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Car_64,19.07,-5.82,0.95,14,7.76,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Car_44,34.85,-2.2,0.29,17,14.62,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l1
Bus_45,23.87,-7.95,0.2,5,17.63,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l1
Police vehicle_59,-14.49,4.71,0.81,3,14.97,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Truck_67,-24.83,-3.37,0.74,13,1.45,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Truck_74,-24.73,4.51,0.17,15,29.24,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Police vehicle_61,-11.28,0.47,0.51,6,14.12,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Police vehicle_87,-13.22,5.18,0.29,12,25.46,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Police vehicle_35,-13.66,0.35,0.45,19,0.84,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Police vehicle_26,-13.29,5.64,0.1,18,25.08,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Bus_63,-25.66,13.15,0.29,6,17.46,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Car_94,-30.46,8.28,0.2,5,5.52,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Police vehicle_79,-14.05,-2,0.76,7,18.07,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Bus_76,-22.02,7.32,0.16,3,19.46,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Truck_37,-24.28,-2.37,0.68,10,12.08,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Car_57,0,0,0,3,4.29,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Bus_2,-23.95,7.88,0.22,14,2.95,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Car_21,-33.38,1.11,0.25,5,29.97,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Truck_88,-24.83,14.41,0.94,16,2.84,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Truck_75,-25.64,11.7,0.03,19,4.25,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Truck_72,-23.95,-0.83,0.67,8,28.39,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Police vehicle_48,-13.04,-8.23,0.61,17,8.67,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Police vehicle_80,-10.53,-6.63,0.07,11,19.85,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Truck_30,-25.81,14.56,0.31,5,13.56,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Car_66,-31.07,-19.77,0.7,14,13.34,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Police vehicle_13,0,0,0,13,27.38,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Truck_96,-25.97,6.74,0.62,18,6.65,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Car_54,-36.22,-18.19,0.45,20,2.45,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Car_9,-20.43,4.46,0.48,18,19.84,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Car_43,-40.76,13.5,0.85,10,26.68,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Bus_52,0,0,0,10,5.54,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Car_60,-31.73,2.39,0.04,17,27.9,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Police vehicle_69,-13.21,9.76,0.21,4,26.33,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Bus_73,-24.88,0.52,0.62,18,19.58,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Car_1,-37.84,8.71,0.11,1,8.16,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Police vehicle_62,-14.56,9.08,0.64,20,25.29,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Car_51,-19.03,13.73,0.45,12,20.68,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Police vehicle_29,-14.04,-6.62,0.55,18,10.14,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Car_40,-26.28,11.82,0.89,6,1.28,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Bus_78,-23.15,1.67,0.24,15,2.88,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Car_15,-29.78,10.31,0.49,1,0.65,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Truck_6,-24.72,1.67,0.2,3,19.08,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Car_45,-21.21,-5.67,0.15,5,24.16,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Truck_27,-24.57,5.14,0.19,20,9.71,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Bus_53,-27.39,-4.98,0.17,1,13.19,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Bus_77,-27.86,13.67,0.12,5,3.79,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Police vehicle_5,-12.62,7.29,0.81,2,11.98,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Bus_91,-23.87,3.35,0.5,6,0.79,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Truck_42,-23.61,3.51,0.49,16,2.79,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Car_38,-19.33,-20.7,0.06,8,1.19,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Car_44,-26.18,8.66,0.15,12,24.67,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Police vehicle_4,-12.27,0.81,0.69,3,4.6,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Bus_93,-25.78,-1.63,0.3,4,17.23,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Bus_3,-24.67,13.84,0.61,11,6.4,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Bus_16,-27.42,5.94,0.6,6,3.73,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Police_Vehicle_3,-14.92,-6.27,0.41,4,16.47,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Bus_11,-25.42,13.47,0.38,18,16.37,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Bus_18,-21.78,6.14,0.06,11,29.31,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Bus_56,-27.25,-5.99,0.66,7,1.63,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Police vehicle_84,-12.27,7.87,0.54,2,11.88,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Bus_89,-23.88,-0.07,0.47,7,29.12,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Car_36,-27.93,-21.12,0.98,1,29.98,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Bus_65,-21.25,0.2,0.3,16,19.76,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Truck_41,-24.58,-2.92,0.28,1,18.56,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Bus_7,-24.04,-6.38,0.78,12,21.16,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Bus_33,-25.43,7.83,0.87,13,9.63,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Car_55,-22.61,6.83,0.2,9,11.23,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Truck_14,-25.34,13.1,0.27,15,4.54,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Police vehicle_23,-12.95,9.53,0.39,6,5.64,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Truck_32,-25.45,3.3,0.91,20,21.66,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Police vehicle_12,-14.84,3.51,0.38,8,8.41,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Car_34,-34.96,-12.85,0.08,16,2.83,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Police vehicle_81,-13.01,4.94,0.15,6,11.26,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Bus_17,0,0,0,15,3.99,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Bus_85,-21.02,8.14,0.88,15,16.68,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Car_95,-28.9,2.84,0.06,16,14.49,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Truck_70,-23.5,0.83,0.49,9,5.28,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Truck_83,-24.88,5.83,0.15,10,7.57,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Car_22,-26.64,-20.41,0.6,3,7.66,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Car_50,-22.87,-7.37,0.15,2,15.92,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Truck_97,0,0,0,18,2.67,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Truck_25,0,0,0,18,5.14,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Truck_71,-23.08,14.41,0.95,10,19.3,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Truck_58,-26.53,11.31,0.71,12,17.1,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Bus_90,-23.93,5.8,0.75,13,29.01,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Bus_39,-23.25,2.4,0.99,4,5.29,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Truck_46,-25.01,-2.04,0.33,9,27.35,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Police vehicle_10,-14.85,0.66,0.13,14,12.75,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Bus_8,-25.28,-2.65,0.19,9,11.17,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Police_Vehicle_1,-11.24,-1.86,0.07,7,22.41,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Bus_92,-22.22,4.77,0.79,8,14.41,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Truck_64,-23.51,8.68,0.43,9,0.91,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Police vehicle_28,-10.72,-1.65,0.68,9,9.35,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Truck_31,-25.13,13.97,0.23,7,13.04,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Car_20,-37.91,6.59,0.95,18,11.33,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Truck_68,-23.43,0.44,0.02,5,8.89,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,truck,l2
Police_Vehicle_2,-11.39,2.71,0.8,16,10.96,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Car_19,-34.78,2.53,0.27,6,24.17,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Bus_82,-22.71,-3.5,0.54,5,9.13,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Bus_47,0,0,0,7,25.86,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,bus,l2
Police vehicle_49,-10.51,-8.96,0.63,4,24.49,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,police vehicle,l2
Car_86,-38.76,-1.68,0.68,11,20.3,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
Car_24,-25.92,11.49,0.52,17,21.73,"[22.25360429869858, 84.83712802524929]",22.2536043,84.83712803,car,l2
